sitename,county,aqi,pollutant,status,so2,co,o3,o3_8hr,pm10,pm2.5,no2,nox,no,windspeed,winddirec,datacreationdate,unit,co_8hr,pm2.5_avg,pm10_avg,so2_avg,longitude,latitude,siteid
朴子,嘉義縣,84,懸浮微粒,普通,3,0.26,25.1,37.9,38,8,12.9,14.1,1.2,2.4,353,"2024-11-21 19:00",,0.2,8.9,84,1,120.2478,23.46538,40
新港,嘉義縣,98,懸浮微粒,普通,1.8,0.24,26.8,39.8,36,8,10.8,11.2,0.3,3.9,10,"2024-11-21 19:00",,0.2,13.6,98,1,120.345531,23.554839,39
崙背,雲林縣,114,懸浮微粒,對敏感族群不健康,1.3,0.34,24.7,33.8,79,12,12.3,13,0.6,2.3,8,"2024-11-21 19:00",,0.2,16.3,143,0,120.348742,23.757547,38
斗六,雲林縣,37,,良好,1.5,0.27,22.3,38.5,23,12,13.3,14.5,1.2,2,335,"2024-11-21 19:00",,0.2,11.5,32,1,120.544994,23.711853,37
南投,南投縣,29,,良好,1.7,0.29,18.2,31.2,17,2,17.3,18.9,1.6,1.8,344,"2024-11-21 19:00",,0.2,6.5,22,1,120.685306,23.913,36
二林,彰化縣,21,,良好,1.4,0.23,5.6,,16,7,11.6,12.5,0.8,5.5,22,"2024-11-21 19:00",,0.2,6.4,19,1,120.409653,23.925175,35
線西,彰化縣,32,,良好,1,0.2,29.8,35.4,15,5,11.7,12.8,1,6.9,33,"2024-11-21 19:00",,0.2,4.5,16,1,120.469061,24.131672,34
彰化,彰化縣,26,,良好,0.8,0.31,23.8,28.8,7,4,14.3,16.7,2.4,2.7,18,"2024-11-21 19:00",,0.2,5.5,13,0,120.541519,24.066,33
西屯,臺中市,29,,良好,1.2,0.21,29.5,31.2,7,5,8.4,9.6,1.1,4.7,2,"2024-11-21 19:00",,0.1,5,14,1,120.616917,24.162197,32
忠明,臺中市,25,,良好,1.5,0.33,22.5,27.1,7,3,13.6,15.3,1.7,1.6,349,"2024-11-21 19:00",,0.2,4.5,12,1,120.641092,24.151958,31
大里,臺中市,24,,良好,1.3,0.35,19.1,26.1,12,6,14.7,16.1,1.3,2.5,350,"2024-11-21 19:00",,0.2,5.8,12,1,120.67844444,24.09961111,30
沙鹿,臺中市,31,,良好,1.1,0.23,28.5,33.4,10,4,9.5,10.6,1,5.7,58,"2024-11-21 19:00",,0.1,4.5,12,1,120.568794,24.225628,29
豐原,臺中市,6,,良好,,,24.8,,8,3,,,,1.5,11,"2024-11-21 19:00",,0.2,1.6,6,1,120.74252414,24.25699731,28
三義,苗栗縣,28,,良好,0.9,0.18,32.6,30.2,1,3,4,4.8,0.8,6.1,16,"2024-11-21 19:00",,0.1,3.3,2,0,120.75956754,24.38248443,27
苗栗,苗栗縣,28,,良好,1.2,0.25,26.4,30.1,4,7,11.2,12.4,1.2,3.2,9,"2024-11-21 19:00",,0.2,5.4,6,1,120.82011468,24.56499183,26
頭份,苗栗縣,29,,良好,1.3,0.29,27.1,31.1,8,11,12.2,14.1,1.8,3.3,33,"2024-11-21 19:00",,0.2,6,9,1,120.89869286,24.69690679,25
新竹,新竹市,30,,良好,1.2,0.3,27.5,32.2,7,4,13.1,13.9,0.7,3.7,42,"2024-11-21 19:00",,0.2,2,7,1,120.97236752,24.8056356,24
竹東,新竹縣,34,,良好,0.6,0.17,37.8,37.9,0,1,3.9,4.5,0.6,4.8,32,"2024-11-21 19:00",,0.1,2.2,1,0,121.08895493,24.74091408,23
湖口,新竹縣,31,,良好,1,0.2,34.1,34.0,4,4,6.8,8,1.1,5.7,45,"2024-11-21 19:00",,0.1,3.2,6,1,121.03886894,24.90009696,22
龍潭,桃園市,29,,良好,0.8,0.24,31.5,31.6,9,2,9.4,10.7,1.2,5.9,53,"2024-11-21 19:00",,0.2,2.7,7,0,121.21645772,24.86400048,21
平鎮,桃園市,28,,良好,1,0.45,26.6,24.0,7,8,17,19.1,2.1,3.2,73,"2024-11-21 19:00",,0.3,5.7,6,0,121.203986,24.952786,20
觀音,桃園市,33,,良好,0.6,0.16,37.5,36.2,12,6,5.7,6.5,0.7,5.4,83,"2024-11-21 19:00",,0.1,4.2,13,0,121.08283092,25.03556747,19
大園,桃園市,29,,良好,1.2,0.22,33,31.5,9,5,13.2,14.4,1.2,5.3,64,"2024-11-21 19:00",,0.2,4.7,10,1,121.20251473,25.06100357,18
桃園,桃園市,23,,良好,1.3,0.38,29.2,25.5,7,2,14.3,15.9,1.5,3.3,56,"2024-11-21 19:00",,0.3,3.5,7,0,121.30500531,24.9947107,17
大同,臺北市,56,二氧化氮,普通,1.1,1.57,5.3,9,10,10,38.1,97.1,58.9,-,-,"2024-11-21 19:00",,1,8.2,12,0,121.51342074,25.06331455,16
松山,臺北市,42,,良好,1.2,0.38,16.1,22.1,9,1,25.6,30.5,4.9,1.1,21,"2024-11-21 19:00",,0.2,3.7,11,0,121.578611,25.05,15
古亭,臺北市,25,,良好,0.5,0.33,29.5,27.4,6,4,13,14.7,1.6,1.4,48,"2024-11-21 19:00",,0.2,4.1,7,,121.529556,25.020608,14
萬華,臺北市,45,,良好,1.3,0.47,14.8,22.3,10,3,27.8,32.2,4.3,2.2,100,"2024-11-21 19:00",,0.3,3.9,7,0,121.507972,25.046503,13
中山,臺北市,47,,良好,0.8,0.56,15.3,21.6,4,4,28.2,33.7,5.4,2.1,79,"2024-11-21 19:00",,0.3,3.3,7,0,121.526528,25.062361,12
士林,臺北市,27,,良好,,,,29.6,2,2,,,,,,"2024-11-21 19:00",,0.2,3.4,5,0,121.51666356,25.10334003,11
淡水,新北市,33,,良好,1.1,0.24,34.5,36.1,3,2,6,7.5,1.4,1.9,30,"2024-11-21 19:00",,0.2,2.5,5,0,121.449239,25.1645,10
林口,新北市,24,,良好,0.8,0.29,23.4,26.3,2,2,14.6,17.7,3.1,2,44,"2024-11-21 19:00",,0.2,2.2,3,0,121.36548982,25.07798949,9
菜寮,新北市,27,,良好,0.4,0.47,27.1,26.6,5,3,16.7,17.8,1,2.4,96,"2024-11-21 19:00",,0.3,3.7,4,0,121.481028,25.06895,8
新莊,新北市,23,,良好,0.8,0.34,29.1,25.9,11,5,13.5,13.8,0.3,3.9,94,"2024-11-21 19:00",,0.3,5.4,14,0,121.4325,25.037972,7
板橋,新北市,30,,良好,0.9,0.4,29.1,27.3,5,4,18.3,20.4,2,2.4,103,"2024-11-21 19:00",,0.3,2.3,4,0,121.458667,25.012972,6
土城,新北市,29,,良好,1.2,0.46,27.4,31.4,10,0,16.4,17,0.6,0.5,50,"2024-11-21 19:00",,0.2,1.5,9,1,121.451861,24.982528,5
新店,新北市,25,,良好,0.4,0.44,22.7,27.7,7,6,15.5,16.3,0.7,0.3,140,"2024-11-21 19:00",,0.2,7.5,6,0,121.537778,24.977222,4
萬里,新北市,41,,良好,0.8,0.19,44.1,44.9,26,3,3.6,4.4,0.7,6.7,58,"2024-11-21 19:00",,0.1,3.7,23,0,121.689881,25.179667,3
汐止,新北市,28,,良好,0.7,0.3,27.7,30.8,4,8,15.2,17.2,1.9,0.6,26,"2024-11-21 19:00",,0.2,6.2,4,0,121.64081,25.06624,2
基隆,基隆市,37,,良好,0.6,0.23,40,40.7,5,2,5.3,6.1,0.8,2.2,88,"2024-11-21 19:00",,0.1,2,6,0,121.760056,25.129167,1
屏東(枋山),屏東縣,80,臭氧八小時,普通,0.1,0.13,39.4,64.0,15,5,2.7,3.1,0.3,3.1,90,"2024-11-21 19:00",,0.2,22.2,45,0,120.651472,22.260899,313
宜蘭（頭城）,宜蘭縣,34,,良好,0.1,0.15,35.9,37.7,10,2,6.6,6.8,0.2,0.9,57,"2024-11-21 19:00",,0.1,2.7,6,0,121.82463916,24.85366672,312
新北(樹林),新北市,43,,良好,0.5,0.52,17.2,21.3,10,1,26.5,39,12.4,0,155,"2024-11-21 19:00",,0.3,2.5,8,0,121.38352778,24.94902778,311
屏東（琉球）,屏東縣,76,細懸浮微粒,普通,0.8,0.33,46.9,59.0,82,27,12.9,13.5,0.5,2,324,"2024-11-21 19:00",,0.3,25.8,68,1,120.37722,22.35222,204
臺南（麻豆）,臺南市,92,懸浮微粒,普通,0.7,0.26,25.1,37.4,80,11,11.6,12.5,0.8,2.9,5,"2024-11-21 19:00",,0.2,14.4,92,0,120.24583056,23.17904722,203
高雄（湖內）,高雄市,80,懸浮微粒,普通,1.6,0.32,26.1,44.1,134,17,18.6,19.7,1.1,1.4,307,"2024-11-21 19:00",,0.2,17,80,1,120.24535,22.87985556,202
彰化（員林）,彰化縣,28,,良好,1.5,0.31,22.8,30.1,14,6,13.4,14.7,1.3,1.3,359,"2024-11-21 19:00",,0.2,3.6,17,1,120.56373,23.96117,201
大城,彰化縣,41,,良好,0.9,0.14,38,44.3,15,10,3.5,5.6,2.1,9.1,45,"2024-11-21 19:00",,0.1,8.1,17,0,120.26964167,23.85493056,85
富貴角,新北市,42,,良好,0,0.16,45.8,45.7,31,5,1.6,1.5,0,8.6,54,"2024-11-21 19:00",,0.1,4.8,26,0,121.53656894,25.29681695,84
麥寮,雲林縣,44,,良好,1.4,0.19,35.7,41.1,34,7,7.1,8,0.8,7.5,359,"2024-11-21 19:00",,0.1,10.6,44,2,120.251825,23.753506,83
關山,臺東縣,35,,良好,0.8,0.16,38.3,38.9,11,6,3.4,4.1,0.7,4.2,33,"2024-11-21 19:00",,0.1,3.1,16,0,121.161933,23.045083,80
馬公,澎湖縣,37,,良好,1.8,0.18,41.9,40.6,14,4,2.7,3.6,0.9,7.7,34,"2024-11-21 19:00",,0.1,4.7,15,1,119.566158,23.569031,78
金門,金門縣,28,,良好,1.1,0.27,29.9,30.4,16,15,9.7,10.2,0.5,2,44,"2024-11-21 19:00",,0.2,7.3,12,1,118.312256,24.432133,77
馬祖,連江縣,46,,良好,0.8,0.23,37.9,34.2,23,15,5.3,5.8,0.5,2.5,336,"2024-11-21 19:00",,0.2,14.2,20,0,119.952724,26.153736,75
埔里,南投縣,49,,良好,1.3,0.34,28.1,36.2,28,18,11.8,12.6,0.8,1.1,289,"2024-11-21 19:00",,0.2,15.1,20,1,120.967903,23.968842,72
復興,高雄市,96,細懸浮微粒,普通,1.2,0.82,21.6,50.5,87,28,30.1,36.4,6.3,1.2,112,"2024-11-21 19:00",,0.5,33.7,72,1,120.312017,22.608711,71
永和,新北市,26,,良好,1.4,0.46,29.1,28.6,8,4,14.4,18.3,3.9,1.8,81,"2024-11-21 19:00",,0.3,3.5,7,1,121.516306,25.017,70
竹山,南投縣,41,,良好,1.1,0.26,18.2,35.5,26,18,16.3,16.7,0.4,3.3,25,"2024-11-21 19:00",,0.2,12.5,25,1,120.677306,23.756389,69
中壢,桃園市,45,,良好,1,0.87,14.2,14.8,10,7,27.1,47.5,20.3,1.2,9,"2024-11-21 19:00",,0.5,8.1,12,0,121.221667,24.953278,68
三重,新北市,54,二氧化氮,普通,0.5,1.13,9.7,8.0,10,6,35.1,72.2,37.1,-,-,"2024-11-21 19:00",,0.9,6.7,10,0,121.493806,25.072611,67
冬山,宜蘭縣,31,,良好,0.9,0.21,35.7,33.3,5,3,8.2,9,0.8,0.9,198,"2024-11-21 19:00",,0.1,2.5,4,0,121.792928,24.632203,66
宜蘭,宜蘭縣,31,,良好,0.4,0.33,31.1,34.6,9,2,10.2,11.3,1.1,0.3,339,"2024-11-21 19:00",,0.2,2.2,5,0,121.746394,24.747917,65
陽明,臺北市,39,,良好,0.7,0.19,42.3,42.1,2,3,1.1,1.3,0.2,,,"2024-11-21 19:00",,0.1,0.6,3,0,121.529583,25.182722,64
花蓮,花蓮縣,36,,良好,1.7,0.23,39.2,39.9,,8,4.5,5.1,0.6,3.8,67,"2024-11-21 19:00",,0.2,6.3,,1,121.599769,23.971306,63
臺東,臺東縣,39,,良好,1.4,0.17,40.6,42.4,20,6,2.5,3.4,0.8,2.1,327,"2024-11-21 19:00",,0.1,4.1,22,1,121.15045,22.755358,62
恆春,屏東縣,41,,良好,1,0.13,44.4,44.8,14,6,1.4,1.8,0.3,11.4,35,"2024-11-21 19:00",,0.1,4.8,11,0,120.788928,21.958069,61
潮州,屏東縣,164,臭氧八小時,對所有族群不健康,1.9,0.45,61.7,91.6,76,45,8.1,8.9,0.7,1.2,58,"2024-11-21 19:00",,0.5,49.7,75,1,120.561175,22.523108,60
屏東,屏東縣,75,細懸浮微粒,普通,1,0.36,44.4,57.0,55,24,11.7,12.6,0.9,0.9,335,"2024-11-21 19:00",,0.3,25.3,49,0,120.488033,22.673081,59
小港,高雄市,81,細懸浮微粒,普通,2.2,0.5,20.6,49.2,80,24,31.5,32.3,0.8,1.2,349,"2024-11-21 19:00",,0.4,27.7,66,2,120.337736,22.565833,58
前鎮,高雄市,89,細懸浮微粒,普通,1.3,0.66,,55.3,96,26,25.8,29.8,4,2.2,14,"2024-11-21 19:00",,0.4,31,79,1,120.30833356,22.6044507,57
前金,高雄市,89,懸浮微粒,普通,2.7,0.44,,,115,23,20.1,20.9,0.8,3.8,356,"2024-11-21 19:00",,0.3,26.9,89,1,120.28676111,22.63390278,56
左營,高雄市,82,懸浮微粒,普通,1.9,0.42,30.5,54.1,141,27,17.5,18.4,0.9,2.7,358,"2024-11-21 19:00",,0.3,26.7,82,1,120.292917,22.674861,54
楠梓,高雄市,75,懸浮微粒,普通,2.1,0.35,30.8,53.4,123,19,17.4,18.1,0.7,1.6,12,"2024-11-21 19:00",,0.3,24.7,75,1,120.328289,22.733667,53
林園,高雄市,103,細懸浮微粒,對敏感族群不健康,2.6,0.42,36.6,60.6,75,37,19.5,19.9,0.3,2.3,318,"2024-11-21 19:00",,0.5,36.3,72,3,120.41175,22.4795,52
大寮,高雄市,98,細懸浮微粒,普通,1.8,0.36,34.8,62.6,39,26,17.1,17.6,0.4,1.8,344,"2024-11-21 19:00",,0.4,34.5,41,2,120.425311,22.56413611,51
鳳山,高雄市,90,細懸浮微粒,普通,1.9,0.58,28.7,52.6,86,26,19.5,22.4,2.8,0.4,148,"2024-11-21 19:00",,0.6,31.2,65,2,120.357422,22.628126,50
仁武,高雄市,84,細懸浮微粒,普通,1.2,0.39,26.4,53.4,96,28,22.8,23.5,0.7,2.4,337,"2024-11-21 19:00",,0.3,28.7,64,1,120.332631,22.689056,49
橋頭,高雄市,83,懸浮微粒,普通,1.8,0.33,27.9,49.4,147,25,19.3,19.7,0.4,2.6,14,"2024-11-21 19:00",,0.3,26.1,83,1,120.305689,22.757506,48
美濃,高雄市,59,細懸浮微粒,普通,1.9,0.29,38.6,49.3,54,22,9.3,10.2,0.9,1,275,"2024-11-21 19:00",,0.2,18.6,41,1,120.530542,22.883583,47
臺南,臺南市,99,懸浮微粒,普通,1.2,0.32,27.7,45.7,170,20,15.6,16.8,1.2,3.3,6,"2024-11-21 19:00",,0.2,16.5,99,1,120.21947897,22.98928311,46
安南,臺南市,101,懸浮微粒,對敏感族群不健康,1.1,0.27,28.1,44.6,128,15,11.7,12.2,0.5,2.9,325,"2024-11-21 19:00",,0.2,17.7,101,1,120.2175,23.048197,45
善化,臺南市,80,懸浮微粒,普通,1.4,0.22,26.5,43.0,50,13,12.3,13.1,0.7,3.5,0,"2024-11-21 19:00",,0.2,17,80,1,120.29740529,23.11337642,44
新營,臺南市,83,懸浮微粒,普通,1.2,0.26,22.9,37.1,38,9,13.6,15.6,1.9,3,13,"2024-11-21 19:00",,0.2,15.6,83,1,120.31725,23.305633,43
嘉義,嘉義市,47,,良好,2.2,0.34,18.7,36.8,18,12,17.9,19.4,1.5,3.6,8,"2024-11-21 19:00",,0.2,14.5,44,2,120.44125148,23.46477865,42
臺西,雲林縣,38,,良好,0.7,0.18,36,41.8,20,5,5.5,5.6,0,9.3,22,"2024-11-21 19:00",,0.1,6.2,28,0,120.19933333,23.702175,41
朴子,嘉義縣,84,懸浮微粒,普通,3,0.26,25.1,37.9,38,8,12.9,14.1,1.2,2.4,353,"2024-11-21 19:00",,0.2,8.9,84,1,120.2478,23.46538,40
新港,嘉義縣,98,懸浮微粒,普通,1.8,0.24,26.8,39.8,36,8,10.8,11.2,0.3,3.9,10,"2024-11-21 19:00",,0.2,13.6,98,1,120.345531,23.554839,39
崙背,雲林縣,114,懸浮微粒,對敏感族群不健康,1.3,0.34,24.7,33.8,79,12,12.3,13,0.6,2.3,8,"2024-11-21 19:00",,0.2,16.3,143,0,120.348742,23.757547,38
斗六,雲林縣,37,,良好,1.5,0.27,22.3,38.5,23,12,13.3,14.5,1.2,2,335,"2024-11-21 19:00",,0.2,11.5,32,1,120.544994,23.711853,37
南投,南投縣,29,,良好,1.7,0.29,18.2,31.2,17,2,17.3,18.9,1.6,1.8,344,"2024-11-21 19:00",,0.2,6.5,22,1,120.685306,23.913,36
二林,彰化縣,21,,良好,1.4,0.23,5.6,,16,7,11.6,12.5,0.8,5.5,22,"2024-11-21 19:00",,0.2,6.4,19,1,120.409653,23.925175,35
線西,彰化縣,32,,良好,1,0.2,29.8,35.4,15,5,11.7,12.8,1,6.9,33,"2024-11-21 19:00",,0.2,4.5,16,1,120.469061,24.131672,34
彰化,彰化縣,26,,良好,0.8,0.31,23.8,28.8,7,4,14.3,16.7,2.4,2.7,18,"2024-11-21 19:00",,0.2,5.5,13,0,120.541519,24.066,33
西屯,臺中市,29,,良好,1.2,0.21,29.5,31.2,7,5,8.4,9.6,1.1,4.7,2,"2024-11-21 19:00",,0.1,5,14,1,120.616917,24.162197,32
忠明,臺中市,25,,良好,1.5,0.33,22.5,27.1,7,3,13.6,15.3,1.7,1.6,349,"2024-11-21 19:00",,0.2,4.5,12,1,120.641092,24.151958,31
大里,臺中市,24,,良好,1.3,0.35,19.1,26.1,12,6,14.7,16.1,1.3,2.5,350,"2024-11-21 19:00",,0.2,5.8,12,1,120.67844444,24.09961111,30
沙鹿,臺中市,31,,良好,1.1,0.23,28.5,33.4,10,4,9.5,10.6,1,5.7,58,"2024-11-21 19:00",,0.1,4.5,12,1,120.568794,24.225628,29
豐原,臺中市,6,,良好,,,24.8,,8,3,,,,1.5,11,"2024-11-21 19:00",,0.2,1.6,6,1,120.74252414,24.25699731,28
三義,苗栗縣,28,,良好,0.9,0.18,32.6,30.2,1,3,4,4.8,0.8,6.1,16,"2024-11-21 19:00",,0.1,3.3,2,0,120.75956754,24.38248443,27
苗栗,苗栗縣,28,,良好,1.2,0.25,26.4,30.1,4,7,11.2,12.4,1.2,3.2,9,"2024-11-21 19:00",,0.2,5.4,6,1,120.82011468,24.56499183,26
頭份,苗栗縣,29,,良好,1.3,0.29,27.1,31.1,8,11,12.2,14.1,1.8,3.3,33,"2024-11-21 19:00",,0.2,6,9,1,120.89869286,24.69690679,25
新竹,新竹市,30,,良好,1.2,0.3,27.5,32.2,7,4,13.1,13.9,0.7,3.7,42,"2024-11-21 19:00",,0.2,2,7,1,120.97236752,24.8056356,24
竹東,新竹縣,34,,良好,0.6,0.17,37.8,37.9,0,1,3.9,4.5,0.6,4.8,32,"2024-11-21 19:00",,0.1,2.2,1,0,121.08895493,24.74091408,23
湖口,新竹縣,31,,良好,1,0.2,34.1,34.0,4,4,6.8,8,1.1,5.7,45,"2024-11-21 19:00",,0.1,3.2,6,1,121.03886894,24.90009696,22
龍潭,桃園市,29,,良好,0.8,0.24,31.5,31.6,9,2,9.4,10.7,1.2,5.9,53,"2024-11-21 19:00",,0.2,2.7,7,0,121.21645772,24.86400048,21
平鎮,桃園市,28,,良好,1,0.45,26.6,24.0,7,8,17,19.1,2.1,3.2,73,"2024-11-21 19:00",,0.3,5.7,6,0,121.203986,24.952786,20
觀音,桃園市,33,,良好,0.6,0.16,37.5,36.2,12,6,5.7,6.5,0.7,5.4,83,"2024-11-21 19:00",,0.1,4.2,13,0,121.08283092,25.03556747,19
大園,桃園市,29,,良好,1.2,0.22,33,31.5,9,5,13.2,14.4,1.2,5.3,64,"2024-11-21 19:00",,0.2,4.7,10,1,121.20251473,25.06100357,18
桃園,桃園市,23,,良好,1.3,0.38,29.2,25.5,7,2,14.3,15.9,1.5,3.3,56,"2024-11-21 19:00",,0.3,3.5,7,0,121.30500531,24.9947107,17
大同,臺北市,56,二氧化氮,普通,1.1,1.57,5.3,9,10,10,38.1,97.1,58.9,-,-,"2024-11-21 19:00",,1,8.2,12,0,121.51342074,25.06331455,16
松山,臺北市,42,,良好,1.2,0.38,16.1,22.1,9,1,25.6,30.5,4.9,1.1,21,"2024-11-21 19:00",,0.2,3.7,11,0,121.578611,25.05,15
古亭,臺北市,25,,良好,0.5,0.33,29.5,27.4,6,4,13,14.7,1.6,1.4,48,"2024-11-21 19:00",,0.2,4.1,7,,121.529556,25.020608,14
萬華,臺北市,45,,良好,1.3,0.47,14.8,22.3,10,3,27.8,32.2,4.3,2.2,100,"2024-11-21 19:00",,0.3,3.9,7,0,121.507972,25.046503,13
中山,臺北市,47,,良好,0.8,0.56,15.3,21.6,4,4,28.2,33.7,5.4,2.1,79,"2024-11-21 19:00",,0.3,3.3,7,0,121.526528,25.062361,12
士林,臺北市,27,,良好,,,,29.6,2,2,,,,,,"2024-11-21 19:00",,0.2,3.4,5,0,121.51666356,25.10334003,11
淡水,新北市,33,,良好,1.1,0.24,34.5,36.1,3,2,6,7.5,1.4,,,"2024-11-21 19:00",,0.2,2.5,5,0,121.449239,25.1645,10
林口,新北市,24,,良好,0.8,0.29,23.4,26.3,2,2,14.6,17.7,3.1,2,44,"2024-11-21 19:00",,0.2,2.2,3,0,121.36548982,25.07798949,9
菜寮,新北市,27,,良好,0.4,0.47,27.1,26.6,5,3,16.7,17.8,1,2.4,96,"2024-11-21 19:00",,0.3,3.7,4,0,121.481028,25.06895,8
新莊,新北市,23,,良好,0.8,0.34,29.1,25.9,11,5,13.5,13.8,0.3,3.9,94,"2024-11-21 19:00",,0.3,5.4,14,0,121.4325,25.037972,7
板橋,新北市,30,,良好,0.9,0.4,29.1,27.3,5,4,18.3,20.4,2,2.4,103,"2024-11-21 19:00",,0.3,2.3,4,0,121.458667,25.012972,6
土城,新北市,29,,良好,1.2,0.46,27.4,31.4,10,0,16.4,17,0.6,0.5,50,"2024-11-21 19:00",,0.2,1.5,9,1,121.451861,24.982528,5
新店,新北市,25,,良好,0.4,0.44,22.7,27.7,7,6,15.5,16.3,0.7,0.3,140,"2024-11-21 19:00",,0.2,7.5,6,0,121.537778,24.977222,4
萬里,新北市,41,,良好,0.8,0.19,44.1,44.9,26,3,3.6,4.4,0.7,6.7,58,"2024-11-21 19:00",,0.1,3.7,23,0,121.689881,25.179667,3
汐止,新北市,28,,良好,0.7,0.3,27.7,30.8,4,8,15.2,17.2,1.9,0.6,26,"2024-11-21 19:00",,0.2,6.2,4,0,121.64081,25.06624,2
基隆,基隆市,37,,良好,0.6,0.23,40,40.7,5,2,5.3,6.1,0.8,2.2,88,"2024-11-21 19:00",,0.1,2,6,0,121.760056,25.129167,1
屏東(枋山),屏東縣,84,臭氧八小時,普通,0.2,0.14,39.8,65.9,22,5,4.3,4.7,0.3,1.7,93,"2024-11-21 18:00",,0.3,24.9,51,0,120.651472,22.260899,313
宜蘭（頭城）,宜蘭縣,34,,良好,0.1,0.15,36.4,37.8,6,5,7.7,7.8,0.1,1.4,56,"2024-11-21 18:00",,0.1,2.3,5,0,121.82463916,24.85366672,312
新北(樹林),新北市,35,,良好,0.7,0.4,21.5,21.7,7,2,21.8,30.2,8.4,0,170,"2024-11-21 18:00",,0.2,2.8,8,0,121.38352778,24.94902778,311
屏東（琉球）,屏東縣,78,細懸浮微粒,普通,0.5,0.28,49.9,56.3,80,16,9.4,10,0.6,1.9,317,"2024-11-21 18:00",,0.4,26.6,64,1,120.37722,22.35222,204
臺南（麻豆）,臺南市,89,懸浮微粒,普通,0.8,0.27,29.1,38.1,126,19,13,14.8,1.7,3,8,"2024-11-21 18:00",,0.2,14.4,89,0,120.24583056,23.17904722,203
高雄（湖內）,高雄市,65,懸浮微粒,普通,1.7,0.32,28.7,43.7,123,16,18.2,19.4,1.2,1.3,312,"2024-11-21 18:00",,0.2,16.9,65,1,120.24535,22.87985556,202
彰化（員林）,彰化縣,29,,良好,1.5,0.34,22.6,31.4,16,1,14.7,16.6,1.9,1.4,341,"2024-11-21 18:00",,0.2,3.3,18,1,120.56373,23.96117,201
大城,彰化縣,42,,良好,1.2,0.15,36.8,45,13,8,5.4,7.4,2,8.1,44,"2024-11-21 18:00",,0.1,7.5,17,0,120.26964167,23.85493056,85
富貴角,新北市,42,,良好,0,0.15,45.4,45.5,27,5,1.5,1.4,0,10.5,42,"2024-11-21 18:00",,0.1,4.7,25,0,121.53656894,25.29681695,84
麥寮,雲林縣,45,,良好,2.1,0.22,32.7,41.6,31,10,10.9,12.2,1.3,7.1,1,"2024-11-21 18:00",,0.1,11.5,45,2,120.251825,23.753506,83
關山,臺東縣,35,,良好,0.9,0.17,37.5,38.6,17,6,3.8,4.5,0.6,3.3,37,"2024-11-21 18:00",,0.1,2.4,17,0,121.161933,23.045083,80
馬公,澎湖縣,37,,良好,1.7,0.21,40.5,40.5,16,5,3.5,4.7,1.1,7.2,31,"2024-11-21 18:00",,0.1,4.7,15,1,119.566158,23.569031,78
金門,金門縣,26,,良好,1.2,0.29,31.7,28.7,9,5,10.2,10.7,0.5,2.2,53,"2024-11-21 18:00",,0.2,6.2,11,1,118.312256,24.432133,77
馬祖,連江縣,46,,良好,0.8,0.25,37.1,33.0,20,15,6.2,6.8,0.5,2.8,330,"2024-11-21 18:00",,0.2,14.3,20,0,119.952724,26.153736,75
埔里,南投縣,47,,良好,1.2,0.33,33.2,36.5,21,15,11.2,12.1,0.9,0.3,304,"2024-11-21 18:00",,0.2,14.5,19,1,120.967903,23.968842,72
復興,高雄市,98,細懸浮微粒,普通,1.1,0.73,32.2,51.7,76,26,28.5,31.3,2.8,1.4,86,"2024-11-21 18:00",,0.5,34.7,65,1,120.312017,22.608711,71
永和,新北市,26,,良好,1.4,0.38,29.4,28.4,9,5,13.4,16.2,2.7,1.8,82,"2024-11-21 18:00",,0.3,2.9,7,0,121.516306,25.017,70
竹山,南投縣,39,,良好,1,0.28,19.4,36.7,29,12,18.2,18.8,0.5,2.1,4,"2024-11-21 18:00",,0.2,12.1,24,1,120.677306,23.756389,69
中壢,桃園市,48,,良好,1.4,1.05,11.6,15.1,12,7,29.4,57.5,28.1,0.9,299,"2024-11-21 18:00",,0.5,8,13,0,121.221667,24.953278,68
三重,新北市,52,二氧化氮,普通,0.5,1.07,8.4,7.7,10,10,33.2,77.6,44.4,-,-,"2024-11-21 18:00",,0.9,6.5,10,0,121.493806,25.072611,67
冬山,宜蘭縣,31,,良好,1.2,0.25,31.2,33.2,4,3,12.7,14.8,2.1,0.2,291,"2024-11-21 18:00",,0.1,2.1,3,0,121.792928,24.632203,66
宜蘭,宜蘭縣,32,,良好,0.5,0.32,32.7,35.1,8,2,8.7,10,1.3,0.8,42,"2024-11-21 18:00",,0.2,2.1,4,0,121.746394,24.747917,65
陽明,臺北市,39,,良好,0.7,0.19,42.1,42.1,5,0,1.2,1.4,0.2,2,110,"2024-11-21 18:00",,0.1,0.1,3,0,121.529583,25.182722,64
花蓮,花蓮縣,37,,良好,1.8,0.25,38.5,40.0,,10,4.6,5.2,0.5,2.9,78,"2024-11-21 18:00",,0.2,6.2,14,1,121.599769,23.971306,63
臺東,臺東縣,39,,良好,1.4,0.2,40.9,42.2,23,5,3.4,4.3,0.8,2.9,340,"2024-11-21 18:00",,0.1,3.9,22,1,121.15045,22.755358,62
恆春,屏東縣,41,,良好,,,44.2,44.6,13,5,,,,11.4,34,"2024-11-21 18:00",,0.1,4.8,10,0,120.788928,21.958069,61
潮州,屏東縣,161,臭氧八小時,對所有族群不健康,2.7,0.49,65.9,91.0,87,47,10,10.5,0.5,1.9,76,"2024-11-21 18:00",,0.5,54.1,74,1,120.561175,22.523108,60
